TimeSlot,mMTC_BW,URLLC_BW,eMBB_BW,mMTC_CPU,URLLC_CPU,eMBB_CPU,mMTC_MEM,URLLC_MEM,eMBB_MEM
117,214.019727317435,0,785.980272682565,21.4019727317435,0,78.5980272682565,21.4019727317435,0,78.5980272682565
118,276.720197058021,0,723.279802941979,27.6720197058021,0,72.3279802941979,27.6720197058021,0,72.3279802941979
119,226.848640875426,0,773.151359124574,22.6848640875426,0,77.3151359124574,22.6848640875426,0,77.3151359124574
120,179.262768672659,301.916241975004,518.820989352337,17.9262768672659,30.1916241975004,51.8820989352337,17.9262768672659,30.1916241975004,51.8820989352337
121,170.244473657931,312.774730673873,516.980795668196,17.0244473657931,31.2774730673873,51.6980795668196,17.0244473657931,31.2774730673873,51.6980795668196
122,335.718336870979,0,664.281663129021,33.5718336870979,0,66.4281663129021,33.5718336870979,0,66.4281663129021
123,291.661629628536,0,708.338370371464,29.1661629628536,0,70.8338370371464,29.1661629628536,0,70.8338370371464
124,338.270220954179,0,661.729779045821,33.8270220954179,0,66.1729779045822,33.8270220954179,0,66.1729779045822
125,179.71492854531,0,820.28507145469,17.971492854531,0,82.028507145469,17.971492854531,0,82.028507145469
126,195.230611527192,0,804.769388472808,19.5230611527192,0,80.4769388472807,19.5230611527192,0,80.4769388472807
127,197.553991953337,0,802.446008046663,19.7553991953337,0,80.2446008046663,19.7553991953337,0,80.2446008046663
128,161.999106552319,247.763339432959,590.237554014722,16.1999106552319,24.7763339432959,59.0237554014722,16.1999106552319,24.7763339432959,59.0237554014722
129,101.921345590554,293.773290231598,604.305364177848,10.1921345590554,29.3773290231598,60.4305364177848,10.1921345590554,29.3773290231598,60.4305364177848
130,125.450330711853,324.53455118936,550.015118098787,12.5450330711853,32.453455118936,55.0015118098787,12.5450330711853,32.453455118936,55.0015118098787
131,194.519033314159,389.038066628318,416.442900057522,19.4519033314159,38.9038066628318,41.6442900057522,19.4519033314159,38.9038066628318,41.6442900057522
132,247.465540616142,0,752.534459383858,24.7465540616142,0,75.2534459383858,24.7465540616142,0,75.2534459383858
133,185.445587066882,0,814.554412933118,18.5445587066882,0,81.4554412933118,18.5445587066882,0,81.4554412933118
